Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Tim Hortons,2165 Royal Windsor Dr Mississauga ON L5J 1K5,Restaurant,2020-01-27,
Tim Hortons,B-9950 Chinguacousy Rd Brampton ON L6X 0H6,Restaurant,2019-12-05,
Tim Hortons,2-3285 Derry Rd W Mississauga ON L5N 7L7,Restaurant,2020-01-16,
Tim Hortons,780 South Sheridan Way Mississauga ON L5H 1Z6,Restaurant,2020-01-31,
Tim Hortons,8160 Dixie Rd Brampton ON L6T 5N9,Restaurant,2020-02-14,
Tim Hortons,5 Ashby Field Rd Brampton ON L6X 0R3,Restaurant,2019-12-09,
Tim Hortons,515 Steeles Ave W Brampton ON L6Y 4E7,Restaurant,2020-03-11,
Tim Hortons,20 Queen St N Caledon ON L7E 1C8,Restaurant,2019-12-13,
Tim Hortons,60 Rivermont Drive Brampton Ontario L6Y 6G7,Restaurant,2020-02-28,
Tim Hortons,2 Intermodal Dr Brampton ON L6T 5S5,Restaurant,2020-02-24,
Tim Hortons,150 Lakeshore Rd E Mississauga ON L5G 1E9,Restaurant,2020-02-18,
Tim Hortons,6767 Airport Rd Mississauga ON L4V 1E6,Restaurant,2020-12-09,
Tim Hortons,5960 Hwy 9 Caledon ON L7K 0A8,Restaurant,2019-10-21,
Tim Hortons,5614 Tenth Line W Mississauga ON L5M 7L9,Restaurant,2019-12-10,
Tim Hortons,7195 Goreway Dr Mississauga ON L4T 2T9,Restaurant,2020-02-26,
Tim Hortons,1327 Dundas St E Mississauga ON L4Y 2C7,Restaurant,2019-12-09,
Tim Hortons,910 Lakeshore Rd E Mississauga ON L5E 1E1,Restaurant,2019-10-29,
Tim Hortons,1125 Bloor St Mississauga ON L4Y 2N6,Restaurant,2019-09-30,
Tim Hortons,90 Clementine Dr Brampton ON L6Y 5M3,Restaurant,2020-03-18,
Tim Hortons,95 Father Tobin Rd Brampton ON,Restaurant,2019-10-09,
Tim Hortons,675 Main St N Brampton ON L6X 0G6,Restaurant,2019-08-26,
Tim Hortons,885 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2019-09-06,
Tim Hortons,5100 Erin Mills Pky Mississauga ON L5M 4Z5,Restaurant,2020-03-05,
Tim Hortons,9936 Airport Rd Brampton ON,Restaurant,2019-12-05,
Tim Hortons,1785 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2019-09-12,
Tim Hortons,5085 Mayfield Rd Brampton ON L6R 3S9,Restaurant,2019-09-12,
Tim Hortons,497 Main St S Brampton ON L6Y 1N6,Restaurant,2019-10-02,
Tim Hortons,15-30 Eglinton Ave W Mississauga ON L5R 3E7,Restaurant,2019-07-17,
Tim Hortons,1-144 Dundas St W Mississauga ON L5B 1H9,Restaurant,2020-02-11,
Tim Hortons,F-6966 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-11-11,
Tim Hortons,2991 Erin Centre Blvd Mississauga ON L5M 6B8,Restaurant,2019-12-17,
Tim Hortons,44 Britannia Rd E Mississauga ON L4Z 3W7,Restaurant,2020-03-10,
Tim Hortons,156 Sandalwood Pky E Brampton ON L6Z 1Y5,Restaurant,2020-02-24,
Tim Hortons,1520 Aimco Blvd Mississauga ON L4W 5K1,Restaurant,2020-01-07,
Tim Hortons,2400 Queen St E Brampton ON L6S 5X9,Restaurant,2020-02-11,
Tim Hortons,624 Peter Robertson Blvd Brampton ON L6R 1T4,Restaurant,2020-03-03,
Tim Hortons,7988 Torbram Rd Brampton ON L6T 5A2,Restaurant,2019-07-16,
Tim Hortons,6405 Erin Mills Pky Mississauga ON L5N 3P3,Restaurant,2020-03-12,
Tim Hortons,1420 Mid-Way Blvd Mississauga ON L5T 2S4,Restaurant,2020-03-11,
Tim Hortons,799 Dundas St E Mississauga ON L4Y 2B7,Restaurant,2019-10-02,
Tim Hortons,1211 Hurontario St Mississauga ON L5G 3H2,Restaurant,2020-03-03,
Tim Hortons,3476 Glen Erin Dr Mississauga ON L5L 3R4,Restaurant,2020-08-25,
Tim Hortons,120 Queen St S Mississauga ON L5M 1K8,Restaurant,2020-01-31,
Tim Hortons,144-2458 Dundas St W Mississauga ON L5K 1R8,Restaurant,2019-09-20,
Tim Hortons,6600 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2019-10-18,
Tim Hortons,70 Biscayne Cres Brampton ON L6W 4S1,Restaurant,2020-11-20,
Tim Hortons,4595 Tomken Rd Mississauga ON L4W 1J8,Restaurant,2019-09-17,
Tim Hortons,9990 McVean Dr Brampton ON L6P 2S5,Restaurant,2020-02-19,
Tim Hortons,10621 Chinguacousy Rd Brampton ON L7A 0N5,Restaurant,2020-10-14,
Tim Hortons,28-1151 Dundas St W Mississauga ON L5C 1C6,Restaurant,2019-07-22,
Tim Hortons,2427 Cawthra Rd Mississauga ON L5A 2W7,Restaurant,2021-01-06,
Tim Hortons,39 Aventura Crt Mississauga ON L5T 3A1,Restaurant,2019-11-13,
Tim Hortons,261 Queen St E Brampton ON L6Y 1M7,Restaurant,2019-09-09,
Tim Hortons,7480 Airport Rd Mississauga ON L4T 2H5,Restaurant,2020-10-29,
Tim Hortons,4100 Dixie Rd Mississauga ON L4W 2V8,Restaurant,2019-12-09,
Tim Hortons,1150 Steeles Ave Brampton ON L6T 1A1,Restaurant,2021-01-19,
TIm Hortons,77-499 Main St S Brampton ON L6Y 1N6,Restaurant,2019-10-03,
Tim Hortons,3650 Derry Rd E Mississauga ON L4T 3V7,Restaurant,2020-10-21,
Tim Hortons,200 County Court Blvd Brampton ON L6W 4K7,Restaurant,2020-02-12,
Tim Hortons,12596 Hwy 50 Caledon ON L7E 1T6,Restaurant,2020-02-28,
Tim Hortons,800 Bancroft Dr Mississauga ON L5V 2Y6,Restaurant,2020-11-26,
Tim Hortons,152 West Dr Brampton ON L6T 5P1,Restaurant,2020-01-08,
Tim Hortons,400 Queen St W Brampton ON L6X 1B3,Restaurant,2019-09-26,
Tim Hortons,1801 Dundas St E Mississauga ON L4X 1L5,Restaurant,2020-12-03,
Tim Hortons,3060 Artesian Dr Mississauga ON L5M 7P5,Restaurant,2019-12-17,
Tim Hortons - Arrivals Terminal 1,BT1 L1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-29,
Tim Hortons - Central Vehicle Holding Area,2-6340 Silver Dart Dr Mississauga ON,Restaurant,2019-10-07,
Tim Hortons - TD Bank Financial Group (Building 2),4880 Tahoe Blvd Mississauga ON L4W 5N9,Restaurant,2019-10-15,
Tim Hortons - Terminal 1 Domestic Gate D41,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1P2,Restaurant,2019-09-26,
Tim Hortons - Terminal 3 Pier A Gate B1a,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-12,
Tim Hortons - Transborder Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-01-20,
Timothy's World Coffee,5100 Erin Mills Pky Mississauga ON L5M 4Z5,Restaurant,2019-11-04,
Timothy's World of Coffee,F-129 Lakeshore Rd E Mississauga ON L5G 1E5,Restaurant,2019-11-29,
Toby Jug,8-15 Allan Dr Caledon ON L7E 2B4,Restaurant,2019-11-25,
Tokyo Maki Sushi,2 Bartley Bull Pky Brampton ON L6W 3P9,Restaurant,2019-12-09,
Tomo Sushi,#1-2-4040 Creditview Rd Mississauga ON L5C 4E3,Restaurant,2019-11-12,
Tom's Family Restaurant,16033 Airport Rd Caledon ON L7C 1E7,Restaurant,2020-03-02,
Tonino's Restaurant,9-10088 McLaughlin Rd Brampton ON L7A 2X6,Restaurant,2020-02-28,
Tony & Jims Place,10 Flowertown Ave Brampton ON L6Y 2J9,Restaurant,2020-01-06,
Top Grill Shawarma,6-1900 Lakeshore Rd W Mississauga ON L5J 1J7,Restaurant,2020-03-10,
Top Gun Steak and Burgers,3-5955 Latimer Dr Mississauga ON L5V 0B7,Restaurant,2020-05-12,
Torbram Restaurant,7-7270 Torbram Rd Mississauga ON L4T 3Y7,Restaurant,2019-11-21,
Toronto Golf Club,1305 Dixie Rd Mississauga ON L5E 2P5,Restaurant,2019-11-05,
Toshi Japanese Restaurant,107-10 Gillingham Dr Brampton ON L6X 5A5,Restaurant,2020-01-09,
Town Square Cafe,6311 Old Church Rd Caledon ON L7C 1J6,Restaurant,2020-03-02,
Tracks Brew Pub,60 Queen St E Brampton ON L6V 1A9,Restaurant,2019-10-09,
Tran Kitchen,1969 Lakeshore Rd W Mississauga ON L5J 1J6,Restaurant,2020-07-29,
Treats,2425 Matheson Blvd E Mississauga ON L4W 5K4,Restaurant,2020-02-05,
Tremendous Chinese Restaurant,3550 Wolfedale Rd Mississauga ON L5C 2V6,Restaurant,2021-02-10,
Trillium Health Centre - Starbucks,9-100 Queensway W Mississauga ON L5B 1B8,Restaurant,2019-05-28,
Trithis Restaurant,5-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-11-29,
Tropical Escape Restaurant & Lounge,112-2260 Bovaird Dr E Brampton ON L6R 1W7,Restaurant,2019-11-19,
TSB 2000,B1-5800 Hurontario St Mississauga ON L5R 4B6,Restaurant,2019-10-28,
TSB 2000,102-77 City Centre Dr Mississauga ON L5B 1M5,Restaurant,2019-11-04,
Turnberry Golf Club Inc- Restaurant Nine18,10100 Heart Lake Rd Brampton ON L6Z 0B4,Restaurant,2019-11-15,
Turntable Restaurant & Lounge,C-5-7171 Torbram Rd Mississauga ON L4T 3W4,Restaurant,,
Turtle Jack's,5100 Erin Mills Pkwy Mississauga ON,Restaurant,2019-11-12,
Turtle Jack's,20 Cottrelle Blvd Brampton ON L6S 0E1,Restaurant,2019-12-13,
Turtle Jack's Muskoka Grill,108 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-12-13,
Twin Fish- Thai Cuisine,K-2-80 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2020-08-06,
Twist - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-09-16,
Two Guys from Italy,17-128 Queen St S Mississauga ON L5M 1K8,Restaurant,2020-10-29,
Udupi Madras Cafe,202-265 Enfield Pl Mississauga ON L5B 3Y6,Restaurant,2019-11-12,
Ume Sushi,1 Queen St N Caledon ON L7E 1C2,Restaurant,2020-02-03,
Uncle Bob's Country Buffet,1A-227 Vodden St E Brampton ON L6V 1N1,Restaurant,2020-01-16,
Union Burger,1-4188 Living Arts Dr Mississauga ON,Restaurant,2019-10-18,
Union Social Eatery,F1 & F2-5042 Satellite Drive Mississauga ON L4W 0E3,Restaurant,2020-02-13,
Union Social Eatery,6-6986 Financial Dr Mississauga ON L5N 8J8,Restaurant,2019-11-25,
Universal BBQ Meat & Chicken,5-3088 Mayfield Rd Brampton ON,Restaurant,2019-11-14,
University of Toronto Mississauga - Pizza Pizza,1867 Inner Cir Mississauga ON L5L 1C6,Restaurant,2019-08-27,
University of Toronto Mississauga - The Blind Duck,1815 Inner Cir Mississauga ON L5L 1C6,Restaurant,2019-11-21,
University of Toronto Mississauga - Tim Hortons,1867 Inner Cir Mississauga ON L5L 1J8,Restaurant,2019-11-14,
Upper Crust - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-10,
Uptown Cafe,1599 Hurontario St Mississauga ON L5G 4S1,Restaurant,2020-01-17,
Urban Crave - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-27,
Urban Kitchen Select Sandwich,B1-55 Standish Crt Mississauga ON L5R 4B2,Restaurant,2019-10-02,
Urban Marsala,6-7235 Bellshire gate Mississauga ON L5N 7X1,Restaurant,,
Veera Flavours Fine Indian Cuisine,101-1230 Mid-way Blvd Mississauga ON L5T 2C1,Restaurant,2020-12-21,
Veggie Planet,1-6985 Davand Dr Mississauga ON L5T 1Y7,Restaurant,2019-10-29,
Villa Caledon Inn,16626 Airport Rd Caledon ON L7C 2W9,Restaurant,2020-10-30,
Village of India,114 Kennedy Rd S Brampton ON L6W 3E9,Restaurant,2020-01-23,
Village Taste,10-12-4141 Dixie Rd Mississauga ON L4W 1V5,Restaurant,2020-01-08,
"Vineyard Restaurant, The",26-12612 Hwy 50 Caledon ON L7E 1T6,Restaurant,2020-02-05,
Vinifera - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-01-15,
Vinifera - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-10-30,
Viva Cafe,10069 Hurontario St Brampton ON L6V 1A1,Restaurant,2019-11-15,
Viva La Goa Indian Cuisine,4-2275 Britannia Rd W Mississauga ON L5M 2G6,Restaurant,2020-02-10,
Wahlburgers - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-10,
Walkers Brew,5-14 Lisa St Brampton ON L6T 4W2,Restaurant,2019-09-26,
Wally's Family Restaurant,3480 Hurontario St Mississauga ON L5B 1P2,Restaurant,2019-11-07,
Wal-Mart - McDonald's,2-134A-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2020-02-20,
Wal-Mart - McDonald's,30 Coventry Rd Brampton ON L6T 5P9,Restaurant,2019-09-18,
Wal-mart - McDonald's,800 Matheson Blvd W Mississauga ON L5V 2N6,Restaurant,2020-01-22,
Wal-Mart - McDonald's,2150 Burnhamthorpe Rd W Mississauga ON L5L 3A2,Restaurant,2020-03-05,
Wal-Mart - McDonald's,150 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2019-12-17,
Walter Hakka Restaurant & Lounge,2-305 Charolais Blvd Brampton ON L6Y 2R2,Restaurant,,
Wanda's Caribbean Kitchen,1842 Lakeshore Rd. W. Mississauga ON L5J 1J7,Restaurant,2019-11-11,
Wanless Supermarket,104-423 Wanless Dr Brampton ON L7A 0N9,Restaurant,2019-05-07,
Washoku,98 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2020-09-14,
Watan Kabob,3D-6974 Financial Dr Mississauga Ontario L5N 8J4,Restaurant,,
Watan Kabob,2-55 Matheson Blvd E Mississauga ON L4Z 2Y5,Restaurant,2020-03-10,
Watan Kabob,1-2661 Dundas St W Mississauga ON L5K 1R9,Restaurant,2020-10-02,
Wendel Clark's Classic Grill and Bar,C-8 & C-9-6435 Erin Mills Pkwy Mississauga ON L5N 4H4,Restaurant,2020-10-06,
Wendy's,14-2400 Dundas St W Mississauga ON L5K 1R8,Restaurant,2020-02-06,
Wendy's,9930 Airport Rd Brampton ON L6S 0C5,Restaurant,2021-01-11,
Wendy's,3650 Derry Rd E Mississauga ON L4T 3V7,Restaurant,2019-10-02,
Wendy's,2655 Eglinton Ave W Mississauga ON L5M 7E1,Restaurant,2019-10-17,
Wendy's,70 Biscayne Cres Brampton ON L6W 4S1,Restaurant,2020-01-17,
Wendy's,885 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2019-09-06,
Wendy's,10041 McLaughlin Rd Brampton ON L7A 2X5,Restaurant,2019-10-16,
Wendy's,218-353 Main St N Brampton ON L6X 1N6,Restaurant,2020-02-20,
Wendy's,1 Queensgate Blvd Caledon ON L7E 1A1,Restaurant,2019-12-11,
Wendy's,44 Britannia Rd E Mississauga ON L4Z 3W7,Restaurant,2020-03-10,
Wendy's,F-6966 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-11-11,
Wendy's,1420 Mid-Way Blvd Mississauga ON L5T 2S4,Restaurant,2020-03-11,
Wendy's,6449 Erin Mills Pky Mississauga ON L5N 4Y4,Restaurant,2020-03-12,
Wendy's,505 Steeles Ave W Brampton ON L6Y 0S6,Restaurant,2020-02-27,
Wendy's,6585 Airport Rd Mississauga ON L4V 1E5,Restaurant,2020-01-16,
Wendy's,8960 Highway 50 Brampton ON L6P 3A3,Restaurant,2019-11-07,
Wendy's,3411 Mavis Rd Mississauga ON L5C 1T7,Restaurant,2020-02-26,
Wendy's,8160 Dixie Rd Brampton ON L6T 5N9,Restaurant,2020-02-14,
Wendy's - Terminal 3,BT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-08,
Wendy's Restaurant,1520 Aimco Blvd Mississauga ON L4W 5K1,Restaurant,2020-02-27,
Wilcox Gastro Pub,4650 Hurontario St Mississauga ON L5R 3E7,Restaurant,2019-11-20,
Wild Card Board Game Cafe,35 Main St N Brampton ON L6X 1M8,Restaurant,2019-10-21,
Wild Wing,1 & 2-196 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2020-02-12,
Wild Wing,237 Queen St east Brampton ON L6W2B5,Restaurant,,
Wild Wing,2-5606 Tenth Line W Mississauga ON L5M 7L9,Restaurant,2020-03-05,
Wild Wing,15-17 Worthington Ave Brampton ON L7A 2Y7,Restaurant,2020-01-09,
Wild Wing,4141 Dixie Rd Mississauga ON L4W 1V5,Restaurant,2020-01-14,
Wild Wing,10-2880 Queen St E Brampton ON L6S 6E8,Restaurant,2019-12-12,
Wild Wing,249 Queen St E Brampton ON L6W 2B8,Restaurant,2020-01-21,
Wild Wing,01-714 Lakeshore Rd E Mississauga ON L5G 1J6,Restaurant,2019-11-05,
Wild Wing,125 Father Tobin Rd Brampton ON L6R 0W9,Restaurant,2019-10-09,
Wild Wing Restaurant,7070 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2020-02-12,
Wild Wing Restaurant,119-100 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2020-03-04,
Williams Fresh Cafe,150 Central Park Dr Brampton ON L6T 2V1,Restaurant,2020-02-20,
Williams Fresh Cafe,2454 Queen St E Brampton ON L6S 5X9,Restaurant,2020-01-29,
Wimpy's Diner,1-10178 Hurontario St Brampton ON L6Y 4E4,Restaurant,2020-03-12,
Wimpy's Diner,B-2257 Royal Windsor Dr. Mississauga ON L5K 1K5,Restaurant,2020-12-02,
Wind Japanese and Thai,3-6485 Mississauga Rd Mississauga ON L5N 1A6,Restaurant,2020-07-13,
Wingporium,170 Lakeshore Rd E Mississauga ON L5G 1G1,Restaurant,2019-11-13,
Wings Restaurant,A1-17 Queen St N Mississauga ON L5N 6A1,Restaurant,2020-03-10,
Winners' Edge,9-10-3105 Winston Churchill Blvd Mississauga ON L5L 5S3,Restaurant,2019-12-13,
Wishbone Restaurant Steak House and Tavern,15035 Hwy 50 Caledon ON L7E 3H9,Restaurant,2019-12-04,
Wok of Fame,602-7700 Hurontario St Brampton ON L6Y 4M3,Restaurant,2019-09-17,
Wonton Chai Noodle,22-4040 Creditview Rd Mississauga ON L5C 3Y8,Restaurant,2019-10-28,
Wow Korean Restaurant,4-55 Dundas St E Mississauga ON L5A 1W1,Restaurant,2020-02-24,
Wrapini Cucina e Caffe,10-22 Simona Dr Bolton ON L7E 4K1,Restaurant,2019-06-05,
Xawaash,K3-80 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2019-12-05,
Xaymaca Restaurant,3-30 Kennedy Rd S Brampton ON L6W 3E2,Restaurant,2020-01-16,
Xin Restaurant,6-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-12-19,
Xpresso Deli,105-2810 Matheson Blvd E Mississauga ON L4W 4X7,Restaurant,2019-10-08,
Yarl Dosa Corner,10-83 Kennedy Rd S Brampton ON L6W 3P3,Restaurant,2019-12-05,
Yaseen's Shawarma,5-5030 Maingate Dr Mississauga ON L4W 1N5,Restaurant,2020-10-29,
Yin Ji Chang Fen,B5-4040 Creditview Rd Mississauga ON L5C 4E3,Restaurant,2019-11-06,
Yo Sushi,41-325 Central Pkwy West Mississauga Ontario L5B 3X9,Restaurant,2020-09-04,
Yogurty's,59 Lakeshore Rd E Mississauga ON L5G 1C9,Restaurant,2019-03-11,
Yogurty's Froyo,2B-5636 Glen Erin Dr Mississauga ON L5M 6C4,Restaurant,2019-10-28,
Yogurty's Froyo,1 & 2-6750 Winston Churchill Blvd Mississauga ON L5N 4C4,Restaurant,,
Young St Karaoke,63-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-10-15,
Yowwings and Chicken,4-68 Bramalea Rd Brampton ON L6T2W8,Restaurant,2019-12-09,
Yum Yum Restaurant,21 George St N Brampton ON L6X 1R3,Restaurant,2020-01-08,
Yun Food,C6-3960 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2019-11-21,
Yunshang Rice Noodle,2B-780 Burnhamthorpe Rd W Mississauga ON L5C 3X3,Restaurant,2019-10-21,
Zad Restaurant & Cafe,107-168 Queen St S Mississauga ON L5M 1K8,Restaurant,2020-01-30,
Zagloba Deli & Restaurant,15-2555 Dixie Rd Mississauga ON L4Y 4C4,Restaurant,2019-11-06,
Zauq,12-1325 Eglinton Ave Mississauga ON L6W 4L9,Restaurant,2020-03-04,
Zen Gardens,6-6980 Maritz Dr Mississauga ON L5W 1Z3,Restaurant,2019-10-30,
ZenQ,A-2-516 Curran Pl Mississauga ON L5B 0G4,Restaurant,2019-09-13,
Zets Drive Inn Restaurant,6445 Airport Rd Mississauga ON L4V 1E4,Restaurant,2020-03-04,
Ziafat,12-2275 Britannia Rd W Mississauga ON L5M 2G6,Restaurant,2019-09-25,
Zoal Restaurant,1-1133 Dundas St E Mississauga ON L4Y 2C3,Restaurant,2020-11-27,
Zorro's Restaurant,7171 Torbram Rd Mississauga ON L4T 3W4,Restaurant,2019-10-04,
Zoup,D6-5083 Dixie Rd Mississauga ON L4W 5K1,Restaurant,2019-10-11,
Zteca Mexican Eatery,B1-5023 Spectrum Way Mississauga ON L4W 0E3,Restaurant,2020-07-08,
,,,,
