Facility Name,Site Address,Community,Inspection Area,Last Inspected,Last Infractions,Services
DOUBLE TASTE SHAWARMA,"#3-130 Cedar St,  Cambridge ON N1S 1W4",CAMBRIDGE,Food Safety,14-Jan-2021,5,-
DOUBLE TASTE SHAWARMA,"#123 Pioneer Dr,  E103 Kitchener ON N2P 2A3",KITCHENER,Food Safety,25-Nov-2020,3,-
DOWNTOWN COMMUNITY CENTRE - NEIGHBOURHOOD KITCHEN,"#B-35 Weber St W,  KITCHENER ON N2H 3Z1",KITCHENER,Food Safety,17-Dec-2019,,-
DOWNTOWN COMMUNITY CENTRE-MAIN KITCHEN,"#35 WEBER ST W,  KITCHENER ON N2H 3Z1",KITCHENER,Food Safety,18-Oct-2019,1,-
DOWNTOWN COMMUNITY CENTRE-TUCK SHOP,"#35 WEBER ST W,  KITCHENER ON N2H 3Z1",KITCHENER,Food Safety,18-Oct-2019,2,-
DRAGON CITY CHINESE RESTAURANT,"#5-970 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",CAMBRIDGE,Food Safety,05-Jun-2020,,-
DRAGON CITY CHINESE RESTAURANT,"#130 CEDAR ST,  CAMBRIDGE ON N1S 1W4",CAMBRIDGE,Food Safety,04-Feb-2021,8,-
DRIFTWOOD PARK CHILD CARE CENTRE,"#50 PARKLAND CRES,  KITCHENER ON N2N 1S4",KITCHENER,Food Safety,09-Sep-2020,1,-
DT SHAWARMA,"#102-1405 Ottawa St N,  Kitchener ON N2A3Z1",KITCHENER,Food Safety,06-Jul-2020,3,-
DUKE AND THE DUCHESS,"#900 JAMIESON PKY,  CAMBRIDGE ON N3C 4N6",CAMBRIDGE,Food Safety,22-Jun-2020,6,-
"DUKE CORNER STORE, THE","#10 WATER ST N,  KITCHENER ON N2H 5A5",KITCHENER,Food Safety,19-Sep-2019,2,-
DUKE OF WELLINGTON,"#33 ERB ST W,  WATERLOO ON N2L 1S8",WATERLOO,Food Safety,18-Jun-2020,2,-
DUKE'S DUGOUT,"#1935 Rogers Dr,  CAMBRIDGE ON N3H 4C8",CAMBRIDGE,Food Safety,16-Aug-2019,,-
DUNCAN MCINTOSH ARENA CANTEEN,"#200 CHRISTOPHER DR,  CAMBRIDGE ON N1R 4S4",CAMBRIDGE,Food Safety,21-May-2019,1,-
DUNDEE COUNTRY CLUB,"#1801 QUEEN ST N,  WILMOT ON N0B 2E0",WILMOT,Food Safety,18-Jun-2020,3,-
DUNDEE DRIVIN' DINER,"#525 New Bedford Dr,  Waterloo ON N2K 4G5",WATERLOO,Food Safety,01-Jul-2019,1,-
DUTCHIE'S FRESH MARKET,"#25 BRUCE ST,  KITCHENER ON N2B 1Y4",KITCHENER,Food Safety,28-Oct-2020,2,-
DUTCHIE'S FRESH MARKET,"#663 Erb St W,  WATERLOO ON N2J 3Z4",WATERLOO,Food Safety,09-Dec-2020,,-
DVAS CUSTOM CAKES & TREATS,"#5-383 Elgin St N,  CAMBRIDGE ON",CAMBRIDGE,Food Safety,05-Feb-2020,1,-
DYER SWEETS,"#-5 Church St W,  Elmira Ontario N3B 1M2",WOOLWICH,Food Safety,16-Oct-2020,2,-
DYNAMITE PIZZA,"#501 KRUG ST,  KITCHENER ON N2B 1L3",KITCHENER,Food Safety,22-Jan-2021,2,-
E.J.'S AT BADEN,"#39 SNYDER'S RD W,  BADEN ON N0B 1G0",BADEN,Food Safety,22-Nov-2019,5,-
E.V.O. KITCHEN,"#31 Water St S,  CAMBRIDGE ON",CAMBRIDGE,Food Safety,04-Feb-2021,7,-
EAGLE CONVENIENCE,"#1390 EAGLE ST N,  CAMBRIDGE ON N3H 1C7",CAMBRIDGE,Food Safety,08-Jan-2020,2,-
EAGLE MINI MART,"#1531 EAGLE ST N,  CAMBRIDGE ON N3H 1E1",CAMBRIDGE,Food Safety,05-Feb-2020,,-
EARLIDALE MEATS,"#2065 FLORADALE RD,  WOOLWICH ON N3B 2Z1",ELMIRA,Food Safety,19-Mar-2019,1,-
EARLY YEARS EDUCATION SYSTEM,"#1284 Ottawa Street South,  Kitchener ON N2E 1M1",KITCHENER,Food Safety,24-Sep-2020,,-
EAST AFRICAN CAFE,"#C-50 Ontario St S,  KITCHENER ON N2G 1X4",KITCHENER,Food Safety,27-Jan-2021,3,-
EAST SIDE MARIO'S,"#450 KING ST N,  WATERLOO ON N2J 2Z5",WATERLOO,Food Safety,08-Feb-2021,1,-
EAST SIDE MARIO'S,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,30-Oct-2020,1,-
EAST SIDE SHAWARMA AND KABAB,"#6B-3101 KINGSWAY DR,  KITCHENER ON N2C 2M5",KITCHENER,Food Safety,10-Feb-2021,2,-
EASTWOOD COLLEGIATE INSTITUTE CAFETERIA,"#760 WEBER ST E,  KITCHENER ON N2H 1H6",KITCHENER,Food Safety,11-Oct-2019,,-
"EASY POUR WINE BAR, THE","#1660 BLAIR RD,  CAMBRIDGE ON N3H 4R8",CAMBRIDGE,Food Safety,18-Aug-2020,1,-
EASY SEAFOOD,"#980 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",CAMBRIDGE,Food Safety,29-Sep-2020,2,-
EATING CLOUDS FOOD TRUCK,"#99 Regina St S,  Waterloo Ontario N2J 4V3",Outside Region - Wellington Dufferin,Food Safety,26-Apr-2019,1,-
EBY MANOR LTD.,"#1174 WEEBY PL,  WOOLWICH ON N2J 4G8",WOOLWICH,Food Safety,12-Sep-2019,,-
EBY VILLAGE,"#50 EBY ST S,  KITCHENER ON N2G 3L1",KITCHENER,Food Safety,30-Sep-2019,2,-
EBYTOWN FOOD CO-OP,"#43 QUEEN ST S,  KITCHENER ON N2G 1V8",KITCHENER,Food Safety,18-Feb-2020,,-
ECO-CAFE,"#1441 King St N,  St. Jacobs ON N0B 2N0",KITCHENER,Food Safety,26-Feb-2020,1,-
ECOLE SECONDAIRE CATHOLIQUE (E.S.C.) PERE RENE DE GALINEE,"#450 MAPLE GROVE RD,  CAMBRIDGE ON N3H 4R7",CAMBRIDGE,Food Safety,10-Oct-2019,1,-
ECONOMICAL MUTUAL INSURANCE,"#111 WESTMOUNT RD S,  WATERLOO ON N2L 2L6",WATERLOO,Food Safety,26-Aug-2019,,-
EDELWEISS - REGION OF WATERLOO HEADQUARTERS,"#150 FREDERICK ST,  KITCHENER ON N2H 2L9",KITCHENER,Food Safety,06-Mar-2020,3,-
EDELWEISS TAVERN,"#600 DOON VILLAGE RD,  KITCHENER ON N2P 1G6",KITCHENER,Food Safety,19-Jun-2020,,-
EDIBLE ARRANGEMENTS,"#B4-583 KING ST N,  WATERLOO ON N2V 2E5",WATERLOO,Food Safety,10-Feb-2020,2,-
EDIBLE ARRANGEMENTS,"#13-525 Hespeler Rd,  Cambridge ON N1R 6J2",CAMBRIDGE,Food Safety,22-Oct-2019,,-
EDITH MACINTOSH CHILDREN'S CENTRE,"#104 STIRLING Ave S,  KITCHENER ON N2G 3N9",KITCHENER,Food Safety,17-Nov-2020,,-
EDUKIDS,"#499 HESPELER RD,  CAMBRIDGE ON N1R 8J6",CAMBRIDGE,Food Safety,04-Feb-2021,,-
EDWARD FAMILY ORGANICS,"#5295 William Hastings Line Millbank,  Ontario N0K 1L0",CROSSHILL,Food Safety,11-Jul-2019,,-
EGG ROLL KING,"#85 COURTLAND Ave E,  KITCHENER ON N2G 2T6",KITCHENER,Food Safety,13-Nov-2019,,-
EJ'S FRYTASTIC,"#20A Arthur St N,  ELMIRA ON N3B 1Z9",ELMIRA,Food Safety,27-May-2020,2,-
EL MILAGRO FOOD TRUCK AND CATERING,"#99 Regina St S,  Waterloo Ontario N2J 4V3",Outside Region - Wellington Dufferin,Food Safety,01-Jul-2019,1,-
ELEVENSES,"#316-25 FREDERICK ST,  KITCHENER ON N2H 6M8",KITCHENER,Food Safety,19-Sep-2019,,-
ELGIN MINI MART,"#3-79 ELGIN ST N,  CAMBRIDGE ON N1R 5H4",CAMBRIDGE,Food Safety,03-Feb-2020,2,-
ELITE DAYCARE,"#445 THOMPSON Dr,  CAMBRIDGE ON N1K 2K7",CAMBRIDGE,Food Safety,09-Feb-2021,,-
ELIXIR BISTRO,"#34 MAIN ST,  CAMBRIDGE ON N1R 1V4",CAMBRIDGE,Food Safety,28-Oct-2020,1,-
ELLISON'S BISTRO,"#14 CHARLES ST W,  KITCHENER ON N2E 1H2",KITCHENER,Food Safety,18-Dec-2019,3,-
ELMIRA & DISTRICT CURLING CLUB,"#40 ELDALE RD,  WOOLWICH ON N3B 2C7",WOOLWICH,Food Safety,22-Oct-2019,1,-
ELMIRA BOWL,"#15 FIRST ST E,  ELMIRA ON N3B 2E6",ELMIRA,Food Safety,19-Nov-2019,4,-
ELMIRA CHILDREN'S CENTRE,"#250 WILLIAM ST,  ELMIRA ON N3B 0B9",ELMIRA,Food Safety,25-Feb-2020,,-
ELMIRA COMMUNITY NURSERY SCHOOL,"#250 William St,  ELMIRA ON N3B 0B9",ELMIRA,Food Safety,10-Mar-2020,,-
ELMIRA DISTRICT COMMUNITY LIVING - ALC BARNSWALLOW,"#118 BARNSWALLOW DR,  ELMIRA ON N3B 2Y9",ELMIRA,Food Safety,02-Dec-2020,,-
ELMIRA DISTRICT COMMUNITY LIVING - AVENUES,"#146 CHURCH ST W,  ELMIRA ON N3B 1N3",ELMIRA,Food Safety,08-Oct-2019,,-
ELMIRA DISTRICT COMMUNITY LIVING - REID WOODS,"#7632 REID WOODS DR,  WOOLWICH ON N3B 2Z1",WOOLWICH,Food Safety,02-Dec-2020,,-
ELMIRA DISTRICT SECONDARY SCHOOL,"#4 UNIVERSITY Ave W,  ELMIRA ON N3B 1K2",ELMIRA,Food Safety,11-Feb-2020,1,-
ELMIRA DONUTS & DELI,"#22 CHURCH ST W,  ELMIRA ON N3B 1M3",ELMIRA,Food Safety,28-Sep-2020,5,-
ELMIRA GOLF CLUB - GRILL ON THE GREEN,"#40 ELDALE RD,  WOOLWICH ON N3B 2Z5",WOOLWICH,Food Safety,03-Jul-2020,,-
ELMIRA LIONS CLUB HALL,"#40 SOUTH ST W,  ELMIRA ON N3B 1Y9",ELMIRA,Food Safety,22-Jan-2020,,-
ELMIRA LIONS CLUB HALL FOOD TRAILER,"#40 South St W,  ELMIRA ON N3B 1K8",ELMIRA,Food Safety,06-Apr-2019,,-
ELMIRA MARKET - ADEN AND EVA MARTIN,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - EBY FAMILY HONEY,"#22 Church St W,  Elmira Ontario N3B 1M2",WOOLWICH,Food Safety,13-Jun-2020,1,-
ELMIRA MARKET - ELSIE MARTIN,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - MAPLE CRISP ORCHARDS,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,07-Sep-2019,,-
ELMIRA MARKET - MARTIN'S BAKERY,"#22 CHURCH ST W,  ELMIRA ON N3B 1M3",ELMIRA,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - MARYHILL ORGANIC2,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - MIDDLE O' NOWHERE,"#22 Church St W,  Elmira Ontario N3B 1M3",ELMIRA,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - NEW LEAF MARKET GARDEN,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - PAUL MARTIN,"#22 CHURCH ST W,  ELMIRA Ontario N3B 1M3",ELMIRA,Food Safety,13-Jun-2020,,-
ELMIRA MARKET - YATTON HOME BAKING,"#22 Church St W,  Elmira Ontario N3B 1M3",WOOLWICH,Food Safety,13-Jun-2020,,-
ELMIRA MEAT MARKET,"#61 ARTHUR ST S,  ELMIRA ON N3B 2M6",ELMIRA,Food Safety,27-Jul-2020,,-
ELMIRA MINI MART,"#1-112 ORIOLE PKY,  ELMIRA ON N3B 1C5",ELMIRA,Food Safety,13-Jan-2020,1,-
ELMIRA SIP & BITE,"#39 ARTHUR ST S,  ELMIRA ON N3B 2M4",ELMIRA,Food Safety,04-Feb-2021,,-
ELMIRA TANDOORI GRILL,"#3-16 ARTHUR ST S,  ELMIRA Ontario N3B 2M5",ELMIRA,Food Safety,25-Feb-2020,,-
EMERGENCY FOOD HAMPER PROGRAM,"#807 GUELPH ST,  KITCHENER ON N2H 5Z2",KITCHENER,Food Safety,30-Jan-2020,,-
EMERSON BOWMAN,"#7480 Line 86,  WELLESLEY ON N0B 2S0",WELLESLEY,Food Safety,10-Oct-2019,1,-
EMMANUEL AT BRIGHTON DAY CARE,"#65 NOECKER ST,  WATERLOO ON N2J 2R6",WATERLOO,Food Safety,29-Jan-2020,,-
EMMANUEL EVANGELICAL MISSIONARY CHURCH,"#2 First St W,  ELMIRA ON N3B 1G2",ELMIRA,Food Safety,21-Nov-2019,,-
EMMANUEL UNITED CHURCH,"#22 BRIDGEPORT RD W,  WATERLOO ON N2L 2Y3",WATERLOO,Food Safety,21-Oct-2020,,-
EMPRESS OF INDIA,"#34 KING ST S,  WATERLOO Ontario N2J 1N8",WATERLOO,Food Safety,23-Dec-2019,,-
ENGLISH AT FIRST,"#16 WILLIAM ST W,  WATERLOO ON N2L 1J3",WATERLOO,Food Safety,20-Nov-2019,,-
ENNIO'S PASTA HOUSE,"#384 KING ST N,  WATERLOO ON N2J 4L6",WATERLOO,Food Safety,09-Feb-2021,1,-
ENNIO'S TASTES OF ITALY,"#A2-1-655 FAIRWAY RD S,  KITCHENER ON N2C 1X4",KITCHENER,Food Safety,06-Oct-2020,1,-
EQUITABLE LIFE,"#1 WESTMOUNT RD N,  WATERLOO ON N2L 2R2",WATERLOO,Food Safety,18-Sep-2019,3,-
ERB AND CULTURE,"#24 King St N,  Waterloo Ontario N2J 2W6",WATERLOO,Food Safety,10-Sep-2019,,-
ERB& GOOD FUNERAL HOME,"#171 KING ST S,  WATERLOO ON N2J 1P7",WATERLOO,Food Safety,06-Nov-2019,,-
ERNIE'S ROADHOUSE,"#7 QUEEN ST W,  CAMBRIDGE ON N2C 1G2",CAMBRIDGE,Food Safety,19-Nov-2020,,-
ESL ST. LOUIS LINC DAY CARE,"#80 YOUNG ST,  KITCHENER ON N2H 4Z1",KITCHENER,Food Safety,20-Oct-2020,,-
ESSO CIRCLE K,"#415 KING ST N,  WATERLOO ON N2J 2Z4",WATERLOO,Food Safety,10-Jan-2020,,-
ESSO HIGHLAND,"#125 HIGHLAND RD E,  KITCHENER ON N2M 3V8",KITCHENER,Food Safety,13-Sep-2019,1,-
ESSO SNACKMART,"#1273 KING ST E,  CAMBRIDGE ON N3H 3P9",CAMBRIDGE,Food Safety,10-Jan-2020,,-
ESSO/ CIRCLE K,"#775 Highland Rd W,  KITCHENER ON N2G 3W7",KITCHENER,Food Safety,16-Dec-2019,,-
ESSO/COUNTRY STYLE - ELMIRA,"#390 ARTHUR ST S,  WOOLWICH ON N3B 2P6",WOOLWICH,Food Safety,23-Jul-2019,,-
ESTA CHOCOLATES,"#D5-550 Parkside DR,  WATERLOO ON N2L 5V4",WATERLOO,Food Safety,07-Nov-2019,,-
ETHEL'S LOUNGE,"#114 KING ST N,  WATERLOO ON N2J 2X6",WATERLOO,Food Safety,20-Feb-2020,,-
EUREST SERVICES,"#227 KING ST S,  WATERLOO ON N2J 4C5",WATERLOO,Food Safety,28-Oct-2019,2,-
EURO PASTRY & BAKERY,"#200-115 CHRISTOPHER DR,  CAMBRIDGE ON N1R 4S1",CAMBRIDGE,Food Safety,11-Sep-2020,,-
EUROCAN SPECIAL FOODS INC.,"#221 LOUISA ST,  KITCHENER ON N2N 5M6",KITCHENER,Food Safety,27-Sep-2019,3,-
EUROMART & DELI INC.,"#6-1001 LANG'S DR,  CAMBRIDGE ON N1R 7K7",CAMBRIDGE,Food Safety,15-Sep-2020,1,-
EUROPEAN MEAT & DELI STORE-ARCUENSE STORE,"#46 COURTLAND Ave,  KITCHENER ON N2G 2T7",KITCHENER,Food Safety,22-Oct-2019,,-
EUROPEAN PASTRIES,"#1143 BLEAMS RD,  MANNHEIM ON N0B 2G0",MANNHEIM,Food Safety,05-Dec-2019,1,-
EVERGREEN MINI MART,"#16 KING ST E,  KITCHENER ON N2G 2K6",KITCHENER,Food Safety,05-Nov-2019,,-
EVERGREEN TOP CONVENIENCE STORE,"#370 HIGHLAND RD W,  KITCHENER ON N2M 5J9",KITCHENER,Food Safety,22-Jan-2020,,-
EVERYTHING BARGAIN & CONVENIENCE,"#1097 WEBER ST E,  KITCHENER ON N2A 1B7",KITCHENER,Food Safety,04-Sep-2020,1,-
EWA WILK HOTDOG CART,"#57 Jubilee Drive,  KITCHENER ON",KITCHENER,Food Safety,23-Jul-2019,1,-
EXCLAMATION FUSION RESTAURANT,"#H107-62 BALSAM ST,  WATERLOO ON N2L 3H2",WATERLOO,Food Safety,15-Jun-2020,,-
EXOTICA,"#813-130 Columbia St W,  Waterloo N2L 0G6",WATERLOO,Food Safety,28-Jan-2020,,-
F&J AFRICAN CARRIBEAN MARKET,"#261 Hespeler Rd,  Cambridge ON N1R 3H8",CAMBRIDGE,Food Safety,26-Nov-2020,10,-
FAIRVIEW MENNONITE HOME (LTCH & RETIREMENT HOME),"#515 LANG'S DR,  CAMBRIDGE ON N3H 5E4",CAMBRIDGE,Food Safety,02-Dec-2020,2,-
FAIRY FLOSS,"#45 WOODSIDE AVE,  KITCHENER ON N2M 3K9",KITCHENER,Food Safety,-,,-
FAMILY DOLLAR AND MORE,"#96 KING ST W,  Kitchener ON N2G 1A6",KITCHENER,Food Safety,05-Nov-2019,,-
FAMILY PIZZA & SHAWARMA,"#5-1077 Weber St E,  Kitchener ON N2A 3Y5",KITCHENER,Food Safety,02-Feb-2021,6,-
FAMILY VARIETY & GIFTS,"#100 JAMIESON PKY,  CAMBRIDGE ON N3C 3X1",CAMBRIDGE,Food Safety,-,,-
FAMOSO NEAPOLITAN PIZZERIA,"#4-15 King St S,  WATERLOO ON N2J 1N9",WATERLOO,Food Safety,23-Jun-2020,2,-
FAMOUS OWL OF MINERVA,"#2 KING ST N,  WATERLOO ON N2J 2W7",WATERLOO,Food Safety,23-Oct-2019,,-
FAMOUS PIZZA,"#5-28 QUEEN ST W,  CAMBRIDGE ON N3C 1G1",CAMBRIDGE,Food Safety,28-Jan-2020,3,-
FAMOUS WOK,"#327-355 Hespeler RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,27-Jan-2020,,-
FAMOUS WOK,"#2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",KITCHENER,Food Safety,13-Jul-2020,2,-
FANTASTIC WOK,"#38-170 University Avenue West,  Waterloo ON N2L 3E9",WATERLOO,Food Safety,10-Feb-2021,8,-
FARAH FOODS MART,"#3-210 LORRAINE Ave,  KITCHENER ON N2B 3T4",KITCHENER,Food Safety,06-Jan-2020,2,-
FARAH'S FOOD MART,"#170 UNIVERSITY Ave W,  WATERLOO ON N2L 3E9",WATERLOO,Food Safety,25-Jan-2021,1,-
FARM BOY 2012 INC.,"#2-385 Fairway RD S,  KITCHENER ON N2C 2N9",KITCHENER,Food Safety,16-Jan-2020,1,-
FARM BOY CAMBRIDGE,"#C-350 Hespeler RD,  CAMBRIDGE ON N1R 7N7",CAMBRIDGE,Food Safety,06-Nov-2019,3,-
FARM BOY WATERLOO,"#417 King Street N,  Waterloo ON N2J 2Z5",WATERLOO,Food Safety,-,,-
FARM GIRL L'OVEN,"#16-131 Sheldon Dr,  Cambridge ON",CAMBRIDGE,Food Safety,-,,-
FARM PANTRY,"#1386 KING ST N,  ST. JACOBS ON N0B 2N0",ST. JACOBS,Food Safety,27-Jan-2020,,-
"FARMER'S CUT, THE","#620 COLBY DR,  WATERLOO ON N2A 1V2",WATERLOO,Food Safety,22-Jan-2020,1,-
FAST EDDIE'S,"#160 DUNDAS ST S,  CAMBRIDGE ON N1R 5P1",CAMBRIDGE,Food Safety,20-Oct-2020,,-
FAST EDDIE'S,"#688 HESPELER RD,  CAMBRIDGE ON N3H 4R7",CAMBRIDGE,Food Safety,13-Aug-2020,1,-
FAST EDDIE'S,"#1055 ELGIN ST N,  CAMBRIDGE ON N3T 5Z9",CAMBRIDGE,Food Safety,03-Mar-2020,3,-
FAT BASTARD BURRITO,"#7-255 King St N,  WATERLOO ON N2J 4V2",WATERLOO,Food Safety,05-Oct-2020,4,-
FAT BASTARD BURRITO CO.,"#306 KING ST W,  KITCHENER ON N2G 1B7",KITCHENER,Food Safety,30-Sep-2019,1,-
FAUL FAMILY FARM,"#1180 WRIGLEY RD,  North Dumfries ON N0B 1E0",AYR,Food Safety,20-Sep-2019,1,-
FENG GARDEN,"#61 Ainslie St N,  Cambridge ON N1R 3J7",CAMBRIDGE,Food Safety,16-Dec-2020,1,-
FERGUS PLACE,"#164 Fergus Ave,  Kitchener ON N2A 2H2",KITCHENER,Food Safety,02-Mar-2020,2,-
"FIDDLE & FIRKIN, THE","#710 KING ST E,  CAMBRIDGE ON N3H 3N8",CAMBRIDGE,Food Safety,17-Aug-2020,,-
FIDDLEHEADS HEALTH & NUTRITION,"#438 HIGHLAND RD W,  KITCHENER ON N2M 3C7",KITCHENER,Food Safety,-,,-
FIDDLEHEADS HEALTH & NUTRITION,"#25 BRUCE ST,  KITCHENER ON N2B 1Y4",KITCHENER,Food Safety,05-Sep-2019,3,-
FIDDLEHEADS HEALTH AND NUTRITION,"#5-245 The Boardwalk ,  Waterloo ON N2T 0A6",WATERLOO,Food Safety,06-Jan-2020,,-
FIDDLEHEADS HEALTH AND NUTRITION,"#3, 4, 5-480 Hespeler RD,  CAMBRIDGE ON N1R 7R9",CAMBRIDGE,Food Safety,04-Nov-2020,,-
FIDDLEHEADS HEALTH AND NUTRITION,"#2-573 KING ST N,  WATERLOO ON N2L 5Z7",WATERLOO,Food Safety,07-Feb-2020,3,-
FIDDLEHEADS HEALTH AND NUTRITION,"#2-75 Bridgeport Rd E,  WATERLOO ON N2J 2K1",WATERLOO,Food Safety,21-Jan-2020,,-
FIFTY'S DELI & RESTAURANT,"#426 HESPELER RD,  CAMBRIDGE ON N1R 6J7",CAMBRIDGE,Food Safety,28-Oct-2020,4,-
FIGARO'S PIZZA,"#111-90 Weber ST N,  WATERLOO ON N2J 3G8",WATERLOO,Food Safety,28-Jan-2020,3,-
FINEST SAUSAGE & MEAT LTD.,"#268 TRILLIUM DR,  KITCHENER ON N2E 1X2",KITCHENER,Food Safety,15-Jun-2020,,-
FIONN MACCOOL'S,"#4287 King ST E,  KITCHENER ON N2P 2E9",KITCHENER,Food Safety,10-Jun-2020,,-
FIRAS SHAWARMA,"#102-600 Doon Village Rd S,  Kitchener ON N2P-1G6",KITCHENER,Food Safety,05-Nov-2020,5,-
FIREHOUSE SUBS,"#1-200 The Boardwalk Kitchener,  ON N2J 3Z4",KITCHENER,Food Safety,13-Jul-2020,1,-
FIREHOUSE SUBS,"#3-310 FAIRWAY RD S,  KITCHENER ON N2C 1X3",KITCHENER,Food Safety,20-Aug-2020,1,-
FIREHOUSE SUBS,"#101-541 Hespeler Rd,  Cambridge ON N1R 6J2",CAMBRIDGE,Food Safety,20-Aug-2020,2,-
FIRESIDE DELI & FAMILY RESTAURANT,"#800 OTTAWA ST S,  KITCHENER ON N2E 3Z4",KITCHENER,Food Safety,22-Dec-2020,,-
FIRST BAPTIST CHURCH,"#306 ERB St W,  WATERLOO ON N2L 1W3",WATERLOO,Food Safety,13-Sep-2019,1,-
"FISH HUT, THE","#24-450 WESTHEIGHTS DR,  KITCHENER ON N2N 2B9",KITCHENER,Food Safety,22-Jan-2020,1,-
FISHER MILLS CONVENIENCE,"#A-B-165 FISHER MILLS RD,  CAMBRIDGE ON N3C 1E1",CAMBRIDGE,Food Safety,14-Jan-2020,2,-
FIT FOR LIFE,"#430 The Boardwalk,  Waterloo ON",WATERLOO,Food Safety,19-Feb-2020,,-
FITNESS 360 SMOOTHIE BAR,"#283 Northfield Dr.,  WATERLOO ON N2J 4G8",WATERLOO,Food Safety,05-Feb-2020,1,-
FLAME HOUSE GRILL AND BAR,"#12-370 Highland Rd W,  Kitchener ON N2M5J9",KITCHENER,Food Safety,04-Nov-2020,6,-
FLAME MEAT SHOP,"#500 GLEN FORREST BLVD,  WATERLOO ON N2L 5G4",WATERLOO,Food Safety,09-Feb-2021,7,-
FLAMEZ & FLAVA,"#B-293 Bluevale Street North,  Waterloo ON",AYR,Food Safety,-,,-
FLAMEZ & FLAVA JAMAICAN GOURMET,"#99 Regina St S,  Waterloo Ontario N2J 4V3",WATERLOO,Food Safety,-,,-
FLAVOR TABLES AT OUR LADY OF GUADALUPE,"#85 Strange St,  Kitchener N2G 1R4",KITCHENER,Food Safety,13-Aug-2019,,-
FLAVOR TABLES BY HERLINDA,"#195 King St E,  Kitchener N2G 2K8",KITCHENER,Food Safety,04-Mar-2020,,-
FLAVOURS,"#148 PEEL ST,  NEW HAMBURG ON N3A 1E3",NEW HAMBURG,Food Safety,21-Jun-2019,3,-
FLORADALE MENNONITE CHURCH,"#22 FLORAPINE RD,  FLORADALE ON N0B 1V0",FLORADALE,Food Safety,16-Sep-2019,1,-
FLYING J,"#2492 Cedar Creek RD,  NORTH DUMFRIES ON N0B 1E0",CAMBRIDGE,Food Safety,21-Mar-2019,,-
FO' CHEEZY CATERING KITCHEN (ADESA AUCTIONS),"#55 WAYDOM DR,  North Dumfries ON N0B 1E0",NORTH DUMFRIES,Food Safety,23-Jun-2020,,-
FO' CHEEZY FOOD TRUCK,"#55 Waydom Dr,  Ayr ON N0B 1E0",WATERLOO,Food Safety,26-Aug-2020,1,-
FO' CHEEZY FOOD TRUCK,"#55 Waydom Dr,  Ayr ON N0B 1E0",WATERLOO,Food Safety,-,,-
"FOOD BANK OF WATERLOO REGION, THE","#50 ALPINE CRT KITCHENER,  ON N2E 2M7",KITCHENER,Food Safety,10-Dec-2019,,-
FOOD BASICS,"#655 FAIRWAY RD S,  KITCHENER ON N2C 1X4",KITCHENER,Food Safety,02-Nov-2020,1,-
FOOD BASICS,"#232 ARTHUR ST S,  ELMIRA ON N3B 2P2",ELMIRA,Food Safety,10-Oct-2019,2,-
FOOD BASICS,"#370 HIGHLAND RD W,  KITCHENER ON N2M 5J9",KITCHENER,Food Safety,13-Jan-2021,,-
FOOD BASICS,"#100 JAMIESON PKY,  CAMBRIDGE ON N3C 4B3",CAMBRIDGE,Food Safety,02-Nov-2020,4,-
FOOD BASICS,"#95 WATER ST N,  CAMBRIDGE ON N1R 3B5",CAMBRIDGE,Food Safety,19-Jan-2021,1,-
FOOD BASICS,"#1405 OTTAWA ST N,  KITCHENER ON N2A 1H3",KITCHENER,Food Safety,16-Jan-2021,,-
FOOD BASICS,"#851 FISCHER-HALLMAN RD,  KITCHENER ON N2M 5N8",KITCHENER,Food Safety,29-Jul-2019,4,-
FOOD BASICS,"#600 Laurelwood Dr,  WATERLOO ON N2V 0A2",WATERLOO,Food Safety,21-Jul-2020,2,-
FOOD NOT BOMBS/K-W YOUTH COLLECTIVE,"#-23 Water St. N,  KITCHENER ON",KITCHENER,Food Safety,26-Jun-2020,,-
FOOD4KIDS WATERLOO WELLINGTON,"#200 David Bergey Dr,  Kitchener ON N2E 3Y4",KITCHENER,Food Safety,05-Feb-2020,,-
FOODIE FRUITIE,"#7-203 Lester St,  WATERLOO ON N2L 0B5",WATERLOO,Food Safety,08-Feb-2021,2,-
FOODLAND,"#315 ARTHUR ST S,  ELMIRA ON N3B 3L5",ELMIRA,Food Safety,09-Dec-2019,,-
